MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,MoSold,YrSold,SaleType,SalePrice
80,RL,79,9125,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0,384,384,GasA,Y,SBrkr,812,670,1482,0,0,2,1,3,1,7,1,392,Y,7,2007,WD,163900
60,RL,79,24682,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,0,841,841,GasA,Y,SBrkr,892,783,1675,0,0,2,1,3,1,7,1,502,Y,6,2009,WD,181000
60,RL,79,10762,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,694,284,978,GasA,Y,SBrkr,1005,978,1983,0,0,2,1,3,1,9,1,490,Y,5,2009,WD,225000
50,RM,62,7758,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,224,816,1040,GasA,Y,FuseF,1226,592,1818,0,0,1,1,4,1,7,2,240,Y,6,2007,WD,169500
50,RM,62,7920,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,0,319,319,GasA,Y,FuseA,1035,371,1406,0,0,1,0,3,1,6,0,0,N,3,2008,WD,89500
30,RM,62,5890,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,538,278,816,GasA,Y,SBrkr,816,0,816,0,0,1,0,2,1,5,0,432,Y,6,2008,WD,120500
160,RM,27,2665,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,0,264,264,GasA,Y,SBrkr,616,688,1304,0,0,1,1,3,1,4,1,336,Y,6,2008,WD,115000
160,RM,27,1974,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,334,212,546,GasA,Y,SBrkr,546,546,1092,0,0,1,1,3,1,6,0,286,Y,5,2010,WD,83500
80,RL,70,9947,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,611,577,1188,GasA,Y,SBrkr,1217,0,1217,1,0,2,0,3,1,6,0,497,Y,6,2009,WD,173000
85,RL,70,7540,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,773,115,888,GasA,Y,SBrkr,912,0,912,1,0,1,0,2,1,5,1,470,Y,6,2007,WD,156000
85,RL,70,9101,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,1097,0,1097,GasA,Y,SBrkr,1110,0,1110,1,0,1,0,1,1,4,1,602,Y,7,2009,WD,165500
80,RL,70,11333,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,539,490,1029,GasA,Y,SBrkr,1062,0,1062,1,0,1,0,3,1,5,2,539,Y,5,2007,WD,146800
20,RL,70,13265,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,1218,350,1568,GasA,Y,SBrkr,1689,0,1689,1,0,2,0,3,1,7,2,857,Y,7,2008,WD,271000
20,RL,70,8885,IR1,Low,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,301,239,864,GasA,Y,SBrkr,902,0,902,1,0,1,0,2,1,5,0,484,Y,6,2006,WD,131000
60,RL,70,11075,IR1,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,562,29,784,GasA,Y,SBrkr,1168,800,1968,0,1,2,1,4,1,7,1,530,Y,9,2008,WD,172000
20,RL,70,9819,IR1,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,1567,0,1567,GasA,Y,SBrkr,1567,0,1567,1,0,2,0,2,1,5,2,714,Y,5,2009,WD,196000
190,RL,70,32463,Reg,Low,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,1159,90,1249,GasA,Y,SBrkr,1622,0,1622,1,0,1,0,3,1,7,1,1356,Y,3,2007,WD,168000
120,RM,70,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,883,341,1224,GasA,Y,SBrkr,1224,0,1224,1,0,2,0,2,1,5,0,402,Y,6,2009,WD,165000
80,RL,70,12328,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,539,473,1012,GasA,Y,SBrkr,1034,0,1034,1,0,1,0,3,1,6,0,888,Y,5,2010,WD,169900
20,RL,70,8780,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1985,1985,Gable,CompShg,HdBoard,Plywood,625,208,833,GasA,Y,SBrkr,833,0,833,1,0,1,0,3,1,5,0,0,Y,3,2009,WD,112000
20,RL,70,26142,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1962,1962,Gable,CompShg,HdBoard,HdBoard,593,595,1188,GasA,Y,SBrkr,1188,0,1188,0,0,1,0,3,1,6,0,312,P,4,2010,WD,157900
20,RL,76,10920,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,733,520,1253,GasA,Y,SBrkr,1253,0,1253,1,0,1,1,2,1,5,1,352,Y,5,2008,WD,157000
20,RL,76,11241,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,578,426,1004,GasA,Y,SBrkr,1004,0,1004,1,0,1,0,2,1,5,1,480,Y,3,2010,WD,149000
20,RL,76,19900,Reg,Lvl,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,912,1035,1947,GasA,Y,SBrkr,2207,0,2207,1,0,2,0,3,1,7,1,576,Y,7,2010,WD,180000
20,RL,76,8475,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,228,724,952,GasA,Y,FuseA,952,0,952,0,0,1,0,2,1,4,0,283,Y,4,2008,WD,135750
20,RL,76,10355,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,695,519,1214,GasA,Y,SBrkr,1214,0,1214,0,0,2,0,3,1,5,1,318,Y,7,2007,WD,143000
60,RL,76,7472,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,626,99,725,GasA,Y,SBrkr,725,754,1479,1,0,1,1,4,1,7,0,484,Y,6,2007,WD,184000
20,RL,76,12493,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,419,375,1100,GasA,Y,SBrkr,1100,0,1100,1,0,1,0,3,1,6,1,312,Y,4,2008,WD,141000
20,RL,76,8125,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,614,244,858,GasA,Y,SBrkr,858,0,858,0,0,1,0,3,1,5,0,0,Y,6,2006,WD,88000
90,RL,76,10624,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,40,1424,1728,GasA,Y,SBrkr,1728,0,1728,0,1,2,0,6,2,10,0,352,Y,11,2007,WD,119000
90,RL,76,8544,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,0,0,0,Wall,N,FuseA,1040,0,1040,0,0,2,0,2,2,6,0,400,Y,5,2006,WD,87500
20,RL,76,12772,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,498,460,958,GasA,Y,SBrkr,958,0,958,0,0,1,0,2,1,5,0,301,Y,4,2007,WD,151500
20,RL,76,17600,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,1270,208,1478,GasA,Y,FuseA,1478,0,1478,1,0,2,0,3,1,6,2,498,Y,12,2009,WD,157500
20,RL,76,9500,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,609,785,1394,GasA,Y,SBrkr,1394,0,1394,1,0,1,1,3,1,6,2,514,Y,7,2009,WD,159000
20,RL,76,9830,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,72,733,1063,GasA,Y,SBrkr,1287,0,1287,1,0,1,0,3,1,7,1,576,Y,3,2010,WD,162000
20,RL,76,8339,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,0,0,0,GasA,Y,SBrkr,882,0,882,0,0,1,0,3,1,5,0,294,Y,7,2007,WD,106500
20,RL,76,12735,IR1,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,600,264,864,GasA,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,0,576,Y,4,2008,COD,111250
90,RL,76,7032,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,943,0,943,GasA,Y,SBrkr,943,0,943,1,0,1,0,2,1,4,2,600,Y,12,2006,WD,135960
20,RL,76,14585,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,594,331,1144,GasA,Y,SBrkr,1429,0,1429,0,1,1,0,3,1,7,2,572,Y,6,2007,WD,181900
20,RL,76,12342,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,0,978,978,GasA,Y,SBrkr,1422,0,1422,0,0,1,0,3,1,6,1,286,Y,8,2007,WD,139900
20,RL,76,10530,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,282,664,981,GasA,Y,SBrkr,981,0,981,1,0,1,1,3,1,5,0,576,Y,3,2007,WD,143250
60,RL,76,18450,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,187,111,1021,GasA,Y,SBrkr,1465,915,2380,0,0,2,1,3,1,7,1,596,Y,8,2007,WD,129000
20,RL,76,11425,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,486,522,1008,GasA,Y,SBrkr,1008,0,1008,0,0,1,0,2,1,4,1,275,Y,7,2006,WD,137000
80,RL,76,12095,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,564,563,1127,GasA,Y,SBrkr,1445,0,1445,0,0,1,1,3,1,7,1,645,Y,8,2009,WD,158000
20,RL,76,8750,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,828,174,1002,GasA,Y,SBrkr,1002,0,1002,1,0,1,0,3,1,5,0,902,Y,8,2009,WD,148500
20,RL,76,7340,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,322,536,858,GasA,Y,SBrkr,858,0,858,0,0,1,0,2,1,4,0,684,Y,6,2007,WD,110000
20,RL,76,7390,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,902,196,1098,GasA,Y,SBrkr,1098,0,1098,1,0,1,0,3,1,6,0,260,Y,7,2008,WD,135000
85,RL,76,12122,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,867,77,944,GasA,Y,SBrkr,999,0,999,1,0,1,0,3,1,6,0,588,Y,7,2008,WD,178400
20,RL,76,10659,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,915,135,1050,GasA,Y,SBrkr,1050,0,1050,1,0,1,0,3,1,6,0,368,Y,1,2006,COD,136500
20,RL,76,12155,IR3,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,6,3,1970,1970,Gable,CompShg,Plywood,Plywood,1237,420,1657,GasA,Y,SBrkr,1657,0,1657,0,1,2,0,3,1,7,1,484,Y,3,2007,WD,163500
20,RL,76,11000,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,740,184,1154,GasA,Y,SBrkr,1154,0,1154,0,0,1,1,3,1,6,1,480,Y,11,2009,WD,154000
20,RL,76,15870,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,75,230,1096,GasA,Y,SBrkr,1096,0,1096,1,0,1,0,3,1,6,0,299,Y,3,2006,WD,138800
60,RL,76,13700,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,454,410,864,GasA,Y,SBrkr,902,918,1820,0,0,1,2,4,1,8,2,492,Y,5,2008,WD,201800
20,RL,76,12160,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,1000,188,1188,GasA,Y,SBrkr,1188,0,1188,1,0,1,0,3,1,6,0,531,Y,5,2010,COD,142000
80,RL,76,14112,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,1014,138,1152,GasA,Y,SBrkr,1152,0,1152,1,0,1,0,3,1,6,1,484,Y,4,2010,WD,180500
20,RL,76,9477,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,340,524,864,GasA,Y,SBrkr,892,0,892,0,0,1,0,3,1,5,0,264,Y,10,2008,WD,110000
20,RL,76,12537,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,734,344,1078,GasA,Y,SBrkr,1078,0,1078,1,0,1,1,3,1,6,1,500,Y,4,2010,WD,149900
50,RL,76,12513,IR1,Lvl,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,0,715,715,GasA,Y,SBrkr,1281,457,1738,0,0,2,0,4,1,7,1,368,Y,6,2009,WD,104900
20,RL,76,12925,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,865,340,1205,GasA,Y,SBrkr,2117,0,2117,0,0,2,1,4,1,7,2,550,Y,5,2008,WD,237500
20,RL,76,9503,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1958,1983,Hip,CompShg,HdBoard,HdBoard,457,193,1024,GasA,Y,SBrkr,1344,0,1344,1,0,1,0,2,1,6,1,484,Y,6,2007,WD,144000
20,RL,91,12692,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,1231,1969,3200,GasA,Y,SBrkr,3228,0,3228,1,0,3,0,4,1,10,1,546,Y,5,2007,WD,430000
60,RL,91,11000,Reg,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0,969,969,GasA,Y,SBrkr,997,1288,2285,0,0,2,1,4,1,8,1,648,Y,6,2007,WD,248000
60,RL,91,13346,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,728,367,1095,GasA,Y,SBrkr,1166,1129,2295,1,0,2,1,4,1,9,1,590,Y,7,2006,WD,268000
60,RL,91,14541,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,1012,326,1338,GasA,Y,SBrkr,1352,1168,2520,1,0,2,1,5,1,10,1,796,Y,11,2006,WD,310000
60,RL,91,29959,IR2,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,595,378,973,GasA,Y,SBrkr,979,871,1850,0,0,2,1,3,1,7,1,467,Y,1,2009,WD,248000
60,RL,91,9572,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,482,971,1453,GasA,Y,SBrkr,1453,1357,2810,0,0,2,1,4,1,9,1,750,Y,6,2007,WD,302000
20,RL,91,11400,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,1282,1351,2633,GasA,Y,SBrkr,2633,0,2633,1,0,2,1,2,1,8,2,804,Y,3,2007,WD,466500
60,RL,91,16545,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,781,503,1284,GasA,Y,SBrkr,1310,1140,2450,1,0,2,1,3,1,7,1,1069,Y,5,2009,WD,340000
120,RL,32,4928,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,120,958,1078,GasA,Y,SBrkr,958,0,958,0,0,2,0,2,1,5,1,440,Y,2,2007,WD,128000
120,RL,32,4928,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,958,0,958,GasA,Y,SBrkr,958,0,958,0,0,2,0,2,1,5,0,440,Y,10,2009,WD,143750
120,RL,81,3136,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,0,1405,1405,GasA,Y,SBrkr,1405,0,1405,0,0,2,0,2,1,6,1,478,Y,3,2006,WD,171750
60,RL,81,10382,IR1,Lvl,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,859,216,1107,GasA,Y,SBrkr,1107,983,2090,1,0,2,1,3,1,7,2,484,Y,11,2009,WD,200000
20,RL,81,10603,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,1200,410,1610,GasA,Y,SBrkr,1610,0,1610,1,0,2,0,3,1,6,2,480,Y,2,2010,WD,205000
60,RL,81,14803,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,416,409,825,GasA,Y,SBrkr,1097,896,1993,0,0,2,1,4,1,8,1,495,Y,6,2006,WD,190000
60,RL,81,16659,IR1,Lvl,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,795,0,795,GasA,Y,SBrkr,1468,795,2263,1,0,2,1,3,1,9,1,539,Y,3,2006,WD,235000
80,RL,81,14115,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,1036,336,1372,GasA,Y,SBrkr,1472,0,1472,1,0,2,0,3,1,6,2,588,Y,6,2009,WD,187500
60,RL,81,18800,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,712,84,796,GasA,Y,SBrkr,790,784,1574,1,0,2,1,3,1,6,1,566,Y,7,2006,WD,190000
20,RL,81,16635,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,1246,356,1602,GasA,Y,SBrkr,1602,0,1602,0,1,2,0,3,1,8,1,529,Y,6,2009,WD,215000
80,RL,81,10448,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,0,689,689,GasA,Y,SBrkr,1378,741,2119,0,0,2,1,3,1,7,1,583,Y,8,2009,COD,158000
50,RL,81,13837,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,1002,0,1204,GasA,Y,SBrkr,1377,806,2183,0,0,2,1,4,1,9,0,786,Y,2,2006,WD,229000
80,RL,81,10395,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,605,427,1032,GasA,Y,SBrkr,1032,0,1032,0,1,2,0,3,1,6,1,564,Y,7,2007,WD,148000
60,RL,81,12384,Reg,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,0,793,793,GasA,Y,SBrkr,1142,793,1935,0,0,2,1,3,1,7,1,550,Y,11,2007,WD,197900
60,RL,81,8963,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,575,487,1142,GasA,Y,SBrkr,1175,1540,2715,0,1,3,1,4,1,11,2,831,Y,7,2008,WD,299800
20,RL,81,9790,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,251,491,1372,GasA,Y,SBrkr,1342,0,1342,0,0,2,0,3,1,7,1,457,Y,9,2009,WD,161500
60,RL,81,11029,IR1,Lvl,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,619,435,1054,GasA,Y,SBrkr,1512,1142,2654,1,0,2,1,4,1,9,1,619,Y,8,2006,WD,250000
20,RL,81,15611,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,767,266,1126,GasA,Y,SBrkr,1126,0,1126,0,1,2,0,3,1,6,0,540,Y,3,2008,WD,175000
60,RL,81,9900,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,552,280,832,GasA,Y,SBrkr,1098,880,1978,0,0,2,1,4,1,9,1,486,Y,4,2008,WD,176000
60,RL,81,12227,IR1,Lvl,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,896,434,1330,GasA,Y,SBrkr,1542,1330,2872,1,0,2,1,4,1,11,1,619,Y,7,2008,WD,272000
60,RL,81,12046,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,156,692,848,GasA,Y,SBrkr,1118,912,2030,0,0,2,1,4,1,8,1,551,Y,6,2007,WD,195000
20,RL,81,11717,IR1,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,0,1442,1442,GasA,Y,SBrkr,1442,0,1442,0,0,2,0,2,1,6,1,615,Y,2,2009,WD,185000
90,RL,81,11500,IR1,Lvl,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,1976,1976,Gable,CompShg,VinylSd,VinylSd,0,1680,1680,GasA,Y,SBrkr,1680,0,1680,0,0,2,0,4,2,8,0,528,Y,6,2007,WD,136905
60,RL,81,9130,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,400,336,800,GasA,Y,SBrkr,800,832,1632,0,1,1,1,4,1,7,0,484,Y,7,2008,WD,173000
60,RL,81,10304,IR1,Lvl,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,381,399,780,GasA,Y,SBrkr,1088,780,1868,1,0,2,1,4,1,9,1,484,Y,10,2009,WD,197500
20,RL,81,9156,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,0,1489,1489,GasA,Y,SBrkr,1489,0,1489,0,0,2,0,3,1,7,1,462,Y,8,2009,WD,185750
60,RL,81,12936,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,593,130,723,GasA,Y,SBrkr,735,660,1395,0,1,1,1,3,1,6,1,497,Y,12,2009,WD,162000
80,RL,81,17871,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,528,1152,1680,GasA,Y,SBrkr,1724,0,1724,1,0,1,1,3,1,7,1,480,Y,6,2009,WD,197900
